id,date,positive,negative,totalTestResults,recovered,death
NC,2020-07-30,120194.0,1604730.0,1724924.0,92302.0,1903.0
ND,2020-07-30,6294.0,145560.0,296478.0,5181.0,107.0
NY,2020-07-30,414370.0,5405998.0,5820368.0,72973.0,25145.0
UT,2020-07-30,39696.0,486084.0,633980.0,27261.0,300.0
AR,2020-07-29,40968.0,454637.0,495605.0,33938.0,434.0
CO,2020-07-29,45796.0,473876.0,668245.0,5277.0,1688.0
CT,2020-07-29,49540.0,716236.0,765776.0,8516.0,4425.0
IN,2020-07-29,64299.0,659939.0,963913.0,45058.0,2932.0
MS,2020-07-29,55804.0,387500.0,443304.0,35071.0,1563.0
NC,2020-07-29,117850.0,1573584.0,1691434.0,92302.0,1865.0
ND,2020-07-29,6221.0,144856.0,292614.0,5087.0,106.0
NY,2020-07-29,413593.0,5333229.0,5746822.0,72900.0,25132.0
UT,2020-07-29,39194.0,481560.0,626711.0,26643.0,292.0
AR,2020-07-28,40181.0,449725.0,489906.0,33188.0,428.0
CO,2020-07-28,45314.0,466863.0,656305.0,5243.0,1679.0
CT,2020-07-28,49077.0,703611.0,752688.0,8516.0,4423.0
IN,2020-07-28,63678.0,653131.0,946073.0,44548.0,2924.0
MS,2020-07-28,54299.0,378834.0,433133.0,35071.0,1543.0
NC,2020-07-28,116087.0,1547453.0,1663540.0,92302.0,1820.0
ND,2020-07-28,6132.0,143905.0,289315.0,4957.0,104.0
NY,2020-07-28,412878.0,5271668.0,5684546.0,72813.0,25126.0
UT,2020-07-28,38855.0,476702.0,619636.0,25905.0,286.0
AR,2020-07-27,39447.0,445444.0,484891.0,32365.0,408.0
CO,2020-07-27,44565.0,455865.0,638968.0,5212.0,1668.0
CT,2020-07-27,48983.0,696068.0,745051.0,8516.0,4418.0
IN,2020-07-27,62907.0,644884.0,927753.0,44124.0,2906.0
MS,2020-07-27,52957.0,374640.0,427597.0,35071.0,1501.0
NC,2020-07-27,114338.0,1521138.0,1635476.0,92302.0,1790.0
ND,2020-07-27,5981.0,142380.0,285314.0,4829.0,103.0
NY,2020-07-27,412344.0,5214805.0,5627149.0,72766.0,25117.0
UT,2020-07-27,38409.0,472163.0,613005.0,25321.0,281.0
AR,2020-07-26,38623.0,438644.0,477267.0,31622.0,401.0
CO,2020-07-26,44336.0,453452.0,635575.0,5182.0,1661.0
CT,2020-07-26,48776.0,664296.0,713072.0,8516.0,4413.0
IN,2020-07-26,62372.0,638939.0,924160.0,43809.0,2903.0
MS,2020-07-26,52304.0,370789.0,423093.0,30315.0,1495.0
NC,2020-07-26,112713.0,1500672.0,1613385.0,78707.0,1785.0
ND,2020-07-26,5869.0,140603.0,281073.0,4752.0,103.0
NY,2020-07-26,411736.0,5158143.0,5569879.0,72716.0,25106.0
UT,2020-07-26,37973.0,468446.0,607376.0,24798.0,274.0
AR,2020-07-25,37249.0,424215.0,461464.0,29827.0,394.0
CO,2020-07-25,43789.0,446607.0,624351.0,5158.0,1661.0
CT,2020-07-25,48776.0,664296.0,713072.0,8516.0,4413.0
IN,2020-07-25,61520.0,628754.0,917369.0,43535.0,2895.0
MS,2020-07-25,51097.0,370789.0,421886.0,30315.0,1480.0
NC,2020-07-25,111092.0,1467950.0,1579042.0,78707.0,1778.0
ND,2020-07-25,5729.0,138524.0,276549.0,4671.0,103.0
NY,2020-07-25,411200.0,5105111.0,5516311.0,72632.0,25103.0
UT,2020-07-25,37623.0,464935.0,602705.0,24390.0,274.0
AR,2020-07-24,37249.0,424215.0,461464.0,29827.0,394.0
CO,2020-07-24,42980.0,436764.0,608070.0,5133.0,1661.0
CT,2020-07-24,48776.0,664296.0,713072.0,8516.0,4413.0
IN,2020-07-24,60598.0,618151.0,900019.0,43066.0,2884.0
MS,2020-07-24,49663.0,361817.0,411480.0,30315.0,1463.0
NC,2020-07-24,108995.0,1441302.0,1550297.0,78707.0,1746.0
ND,2020-07-24,5608.0,137094.0,272538.0,4545.0,103.0
NY,2020-07-24,410450.0,5034395.0,5444845.0,72552.0,25090.0
UT,2020-07-24,36962.0,459400.0,594612.0,23715.0,273.0
AR,2020-07-23,36259.0,410221.0,445467.0,28864.0,386.0
CO,2020-07-23,42314.0,428563.0,594731.0,5122.0,1645.0
CT,2020-07-23,48232.0,639656.0,687888.0,8516.0,4410.0
IN,2020-07-23,59602.0,606681.0,883439.0,42603.0,2880.0
MS,2020-07-23,48053.0,355959.0,404012.0,30315.0,1436.0
NC,2020-07-23,106893.0,1416782.0,1523675.0,78707.0,1726.0
ND,2020-07-23,5486.0,135323.0,268233.0,4475.0,101.0
NY,2020-07-23,409697.0,4958641.0,5368338.0,72466.0,25081.0
UT,2020-07-23,36099.0,453883.0,586630.0,23093.0,267.0
AR,2020-07-22,35246.0,404980.0,439635.0,27990.0,380.0
CO,2020-07-22,41698.0,423713.0,585551.0,5095.0,1643.0
CT,2020-07-22,48223.0,626183.0,674406.0,8466.0,4406.0
IN,2020-07-22,58673.0,595740.0,867123.0,41322.0,2863.0
MS,2020-07-22,47071.0,355959.0,403030.0,30315.0,1423.0
NC,2020-07-22,105001.0,1386819.0,1491820.0,78707.0,1698.0
ND,2020-07-22,5361.0,133899.0,264021.0,4407.0,100.0
NY,2020-07-22,408886.0,4889754.0,5298640.0,72386.0,25068.0
UT,2020-07-22,35578.0,448145.0,578335.0,22532.0,260.0
AR,2020-07-21,34655.0,404980.0,439635.0,27283.0,374.0
CO,2020-07-21,41059.0,416343.0,574162.0,5064.0,1643.0
CT,2020-07-21,48096.0,614741.0,662837.0,8466.0,4406.0
IN,2020-07-21,57916.0,586889.0,850089.0,41322.0,2846.0
MS,2020-07-21,45524.0,349674.0,395198.0,30315.0,1389.0
NC,2020-07-21,102861.0,1356136.0,1458997.0,78707.0,1668.0
ND,2020-07-21,5202.0,132086.0,259986.0,4319.0,98.0
NY,2020-07-21,408181.0,4822800.0,5230981.0,72302.0,25058.0
UT,2020-07-21,35012.0,442615.0,570382.0,22032.0,251.0
AR,2020-07-20,33927.0,398889.0,432816.0,26397.0,357.0
CO,2020-07-20,40566.0,410733.0,565299.0,5019.0,1615.0
CT,2020-07-20,48055.0,614741.0,662796.0,8466.0,4406.0
IN,2020-07-20,57206.0,578454.0,832400.0,41322.0,2825.0
MS,2020-07-20,43889.0,346086.0,389975.0,30315.0,1358.0
NC,2020-07-20,101046.0,1322842.0,1423888.0,78707.0,1642.0
ND,2020-07-20,5120.0,130852.0,256413.0,4219.0,97.0
NY,2020-07-20,407326.0,4757486.0,5164812.0,72229.0,25056.0
UT,2020-07-20,34526.0,437529.0,562823.0,21504.0,247.0
AR,2020-07-19,32533.0,386638.0,419171.0,25292.0,357.0
CO,2020-07-19,40142.0,402027.0,552916.0,4969.0,1615.0
CT,2020-07-19,47893.0,609238.0,657131.0,8466.0,4396.0
IN,2020-07-19,56571.0,570309.0,828193.0,40965.0,2822.0
MS,2020-07-19,42638.0,335439.0,378077.0,25932.0,1355.0
NC,2020-07-19,99778.0,1295086.0,1394864.0,67124.0,1634.0
ND,2020-07-19,5013.0,128835.0,250904.0,4131.0,96.0
NY,2020-07-19,406807.0,4708663.0,5115470.0,72161.0,25048.0
UT,2020-07-19,34117.0,433096.0,556545.0,20915.0,243.0
AR,2020-07-18,31762.0,381243.0,413005.0,24776.0,353.0
CO,2020-07-18,39788.0,396150.0,543670.0,4948.0,1615.0
CT,2020-07-18,47893.0,582076.0,629969.0,8466.0,4396.0
IN,2020-07-18,55654.0,558801.0,820953.0,40722.0,2820.0
MS,2020-07-18,41846.0,335439.0,377285.0,25932.0,1346.0
NC,2020-07-18,97958.0,1281185.0,1379143.0,67124.0,1629.0
ND,2020-07-18,4900.0,126608.0,245492.0,4029.0,94.0
NY,2020-07-18,406305.0,4662961.0,5069266.0,72064.0,25035.0
UT,2020-07-18,33332.0,428174.0,549505.0,20421.0,243.0
AR,2020-07-17,31762.0,375735.0,406849.0,24776.0,353.0
CO,2020-07-17,39344.0,391439.0,534621.0,4927.0,1615.0
CT,2020-07-17,47893.0,582215.0,630108.0,8466.0,4396.0
IN,2020-07-17,54813.0,549822.0,803680.0,40421.0,2803.0
MS,2020-07-17,40829.0,330635.0,371464.0,25932.0,1332.0
NC,2020-07-17,95477.0,1248497.0,1343974.0,67124.0,1606.0
ND,2020-07-17,4784.0,124683.0,240870.0,3903.0,94.0
NY,2020-07-17,405551.0,4593898.0,4999449.0,71970.0,25024.0
UT,2020-07-17,32572.0,422184.0,540797.0,19862.0,235.0
AR,2020-07-16,31114.0,369847.0,400144.0,24195.0,341.0
CO,2020-07-16,38726.0,385623.0,525680.0,4909.0,1615.0
CT,2020-07-16,47750.0,582333.0,630083.0,8466.0,4389.0
IN,2020-07-16,54080.0,541478.0,786654.0,40004.0,2795.0
MS,2020-07-16,39797.0,324103.0,363900.0,25932.0,1308.0
NC,2020-07-16,93426.0,1219331.0,1312757.0,67124.0,1588.0
ND,2020-07-16,4662.0,123388.0,236849.0,3796.0,93.0
NY,2020-07-16,404775.0,4516435.0,4921210.0,71867.0,25014.0
UT,2020-07-16,31845.0,415825.0,531937.0,19214.0,234.0
AR,2020-07-15,30297.0,365479.0,395212.0,23523.0,335.0
CO,2020-07-15,38155.0,378061.0,514742.0,4880.0,1601.0
CT,2020-07-15,47636.0,568022.0,615658.0,8351.0,4380.0
IN,2020-07-15,53370.0,533219.0,771713.0,39571.0,2785.0
MS,2020-07-15,38567.0,318290.0,356857.0,25932.0,1290.0
NC,2020-07-15,91266.0,1193371.0,1284637.0,67124.0,1568.0
ND,2020-07-15,4559.0,121999.0,232878.0,3760.0,92.0
NY,2020-07-15,404006.0,4444519.0,4848525.0,71782.0,25003.0
UT,2020-07-15,30891.0,409145.0,522568.0,18593.0,233.0
AR,2020-07-14,29733.0,360566.0,389505.0,22844.0,331.0
CO,2020-07-14,37686.0,372304.0,506128.0,4844.0,1594.0
CT,2020-07-14,47530.0,556593.0,604123.0,8351.0,4372.0
IN,2020-07-14,52685.0,525724.0,756068.0,39155.0,2775.0
MS,2020-07-14,37542.0,312671.0,350213.0,25932.0,1272.0
NC,2020-07-14,89484.0,1165362.0,1254846.0,67124.0,1552.0
ND,2020-07-14,4487.0,120540.0,229925.0,3685.0,92.0
NY,2020-07-14,403175.0,4381752.0,4784927.0,71692.0,24994.0
UT,2020-07-14,30478.0,403076.0,514103.0,18111.0,226.0
AR,2020-07-13,28939.0,354035.0,382402.0,22106.0,323.0
CO,2020-07-13,37242.0,367713.0,498831.0,4808.0,1589.0
CT,2020-07-13,47510.0,544470.0,591980.0,8351.0,4371.0
IN,2020-07-13,52037.0,518372.0,739500.0,38914.0,2762.0
MS,2020-07-13,36680.0,306735.0,343415.0,25932.0,1250.0
NC,2020-07-13,87528.0,1132958.0,1220486.0,67124.0,1510.0
ND,2020-07-13,4433.0,119436.0,227543.0,3653.0,91.0
NY,2020-07-13,402263.0,4322619.0,4724882.0,71643.0,24989.0
UT,2020-07-13,30030.0,395755.0,504062.0,17728.0,216.0
AR,2020-07-12,28367.0,354035.0,382402.0,21591.0,321.0
CO,2020-07-12,36913.0,362452.0,490677.0,4780.0,1586.0
CT,2020-07-12,47287.0,542107.0,589394.0,8351.0,4348.0
IN,2020-07-12,51612.0,513035.0,735038.0,38623.0,2760.0
MS,2020-07-12,36287.0,298924.0,335211.0,22167.0,1249.0
NC,2020-07-12,85701.0,1113874.0,1199575.0,55318.0,1503.0
ND,2020-07-12,4331.0,118145.0,223258.0,3570.0,91.0
NY,2020-07-12,401706.0,4271489.0,4673195.0,71565.0,24979.0
UT,2020-07-12,29484.0,391323.0,498119.0,17303.0,215.0
AR,2020-07-11,26803.0,342846.0,369649.0,20642.0,313.0
CO,2020-07-11,36591.0,355512.0,481350.0,4749.0,1586.0
CT,2020-07-11,47287.0,511101.0,558388.0,8351.0,4348.0
IN,2020-07-11,51079.0,507067.0,728990.0,38441.0,2756.0
MS,2020-07-11,35419.0,298924.0,334343.0,22167.0,1230.0
NC,2020-07-11,83793.0,1092265.0,1176058.0,55318.0,1499.0
ND,2020-07-11,4240.0,116608.0,218947.0,3533.0,91.0
NY,2020-07-11,401029.0,4209748.0,4610777.0,71477.0,24974.0
UT,2020-07-11,28855.0,385914.0,490600.0,16897.0,212.0
AR,2020-07-10,26803.0,338609.0,364661.0,20642.0,313.0
CO,2020-07-10,36191.0,349670.0,472300.0,4728.0,1586.0
CT,2020-07-10,47287.0,511174.0,558461.0,8351.0,4348.0
IN,2020-07-10,50300.0,500262.0,715415.0,38120.0,2748.0
MS,2020-07-10,34622.0,295690.0,330312.0,22167.0,1215.0
NC,2020-07-10,81331.0,1069281.0,1150612.0,55318.0,1479.0
ND,2020-07-10,4152.0,115442.0,214889.0,3496.0,89.0
NY,2020-07-10,400299.0,4141275.0,4541574.0,71371.0,24968.0
UT,2020-07-10,28223.0,379704.0,481905.0,16261.0,207.0
AR,2020-07-09,26052.0,338609.0,364661.0,19992.0,309.0
CO,2020-07-09,35525.0,341615.0,460925.0,4691.0,1581.0
CT,2020-07-09,47209.0,511233.0,558442.0,8351.0,4348.0
IN,2020-07-09,49575.0,492717.0,703050.0,37795.0,2739.0
MS,2020-07-09,33591.0,291213.0,324804.0,22167.0,1204.0
NC,2020-07-09,79349.0,1042462.0,1121811.0,55318.0,1461.0
ND,2020-07-09,4068.0,113779.0,209551.0,3464.0,89.0
NY,2020-07-09,399513.0,4068503.0,4468016.0,71279.0,24959.0
UT,2020-07-09,27356.0,373801.0,473562.0,15661.0,205.0
AR,2020-07-08,24512.0,328760.0,353272.0,18725.0,301.0
CO,2020-07-08,35116.0,335586.0,451593.0,4669.0,1544.0
CT,2020-07-08,47108.0,498895.0,546003.0,8210.0,4343.0
IN,2020-07-08,49063.0,486794.0,691531.0,37462.0,2732.0
MS,2020-07-08,32888.0,283431.0,316319.0,22167.0,1188.0
NC,2020-07-08,77310.0,1019372.0,1096682.0,55318.0,1441.0
ND,2020-07-08,3969.0,111868.0,203745.0,3447.0,89.0
NY,2020-07-08,398929.0,4003523.0,4402452.0,71185.0,24944.0
UT,2020-07-08,26755.0,368461.0,465902.0,15178.0,201.0
AR,2020-07-07,24512.0,326143.0,350396.0,17834.0,292.0
CO,2020-07-07,34664.0,330409.0,444462.0,4669.0,1542.0
CT,2020-07-07,47033.0,490793.0,537826.0,8210.0,4338.0
IN,2020-07-07,48626.0,481449.0,678639.0,36999.0,2717.0
MS,2020-07-07,32214.0,283431.0,315645.0,22167.0,1158.0
NC,2020-07-07,75875.0,995415.0,1071290.0,55318.0,1420.0
ND,2020-07-07,3896.0,110459.0,200236.0,3413.0,93.0
NY,2020-07-07,398237.0,3946630.0,4344867.0,71091.0,24924.0
UT,2020-07-07,26033.0,363455.0,458873.0,14764.0,194.0
AR,2020-07-06,24253.0,320715.0,344529.0,17834.0,292.0
CO,2020-07-06,34257.0,326383.0,438272.0,4636.0,1542.0
CT,2020-07-06,46976.0,483537.0,530513.0,8210.0,4338.0
IN,2020-07-06,48331.0,478261.0,663982.0,36788.0,2698.0
MS,2020-07-06,31257.0,283431.0,314688.0,22167.0,1114.0
NC,2020-07-06,74529.0,977317.0,1051846.0,55318.0,1398.0
ND,2020-07-06,3845.0,109733.0,198310.0,3350.0,89.0
NY,2020-07-06,397649.0,3890482.0,4288131.0,71040.0,24913.0
UT,2020-07-06,25469.0,358028.0,451063.0,14448.0,190.0
AR,2020-07-05,23209.0,315684.0,338893.0,16726.0,286.0
CO,2020-07-05,34065.0,321590.0,431701.0,4603.0,1521.0
CT,2020-07-05,46717.0,477851.0,524568.0,8210.0,4335.0
IN,2020-07-05,48008.0,473714.0,660576.0,36475.0,2693.0
MS,2020-07-05,30900.0,279241.0,310141.0,19388.0,1111.0
NC,2020-07-05,72983.0,963855.0,1036838.0,45538.0,1396.0
ND,2020-07-05,3812.0,109312.0,197091.0,3324.0,89.0
NY,2020-07-05,397131.0,3836672.0,4233803.0,70968.0,24904.0
UT,2020-07-05,24952.0,355004.0,446901.0,14147.0,184.0
AR,2020-07-04,23209.0,315684.0,338893.0,16726.0,286.0
CO,2020-07-04,33866.0,316851.0,424954.0,4568.0,1521.0
CT,2020-07-04,46717.0,453309.0,500026.0,8210.0,4335.0
IN,2020-07-04,47432.0,464856.0,657897.0,36076.0,2687.0
MS,2020-07-04,30674.0,279241.0,309915.0,19388.0,1107.0
NC,2020-07-04,71654.0,946642.0,1018296.0,45538.0,1395.0
ND,2020-07-04,3776.0,108149.0,193349.0,3288.0,89.0
NY,2020-07-04,396598.0,3773790.0,4170388.0,70877.0,24896.0
UT,2020-07-04,24542.0,351914.0,442733.0,13807.0,181.0
AR,2020-07-03,22622.0,308615.0,331237.0,16164.0,281.0
CO,2020-07-03,33619.0,312135.0,418257.0,4557.0,1521.0
CT,2020-07-03,46717.0,453369.0,500086.0,8210.0,4335.0
IN,2020-07-03,46915.0,457238.0,651177.0,35756.0,2681.0
MS,2020-07-03,28770.0,270269.0,299039.0,19388.0,1092.0
NC,2020-07-03,70241.0,929052.0,999293.0,45538.0,1392.0
ND,2020-07-03,3719.0,106852.0,189006.0,3266.0,89.0
NY,2020-07-03,395872.0,3712113.0,4107985.0,70794.0,24885.0
UT,2020-07-03,23866.0,346518.0,435246.0,13408.0,181.0
AR,2020-07-02,22075.0,301912.0,323987.0,15698.0,279.0
CO,2020-07-02,33352.0,306938.0,410323.0,4541.0,1521.0
CT,2020-07-02,46646.0,453468.0,500114.0,8210.0,4326.0
IN,2020-07-02,46387.0,450448.0,639174.0,35405.0,2662.0
MS,2020-07-02,28770.0,270269.0,299039.0,19388.0,1092.0
NC,2020-07-02,68142.0,902978.0,971120.0,45538.0,1391.0
ND,2020-07-02,3656.0,104538.0,184430.0,3235.0,89.0
NY,2020-07-02,394954.0,3646639.0,4041593.0,70698.0,24877.0
UT,2020-07-02,23270.0,340724.0,427339.0,13076.0,176.0
AR,2020-07-01,21197.0,293661.0,314858.0,15163.0,277.0
CO,2020-07-01,33029.0,300226.0,401617.0,4524.0,1520.0
CT,2020-07-01,46572.0,443237.0,489809.0,8053.0,4324.0
IN,2020-07-01,45952.0,443764.0,628495.0,35025.0,2650.0
MS,2020-07-01,27900.0,265852.0,293752.0,19388.0,1082.0
NC,2020-07-01,66513.0,875725.0,942238.0,45538.0,1373.0
ND,2020-07-01,3613.0,103611.0,180927.0,3210.0,89.0
NY,2020-07-01,394079.0,3577569.0,3971648.0,70590.0,24866.0
UT,2020-07-01,22716.0,335013.0,419399.0,12707.0,173.0
AR,2020-06-30,20777.0,290426.0,311203.0,14531.0,270.0
CO,2020-06-30,32715.0,294788.0,394616.0,4502.0,1520.0
CT,2020-06-30,46514.0,431844.0,478358.0,8053.0,4322.0
IN,2020-06-30,45594.0,438602.0,616453.0,34646.0,2640.0
MS,2020-06-30,27247.0,260299.0,287546.0,19388.0,1073.0
NC,2020-06-30,64670.0,845363.0,910033.0,45538.0,1343.0
ND,2020-06-30,3574.0,102546.0,178468.0,3195.0,88.0
NY,2020-06-30,393454.0,3521484.0,3914938.0,70487.0,24855.0
UT,2020-06-30,22217.0,330245.0,412688.0,12398.0,172.0
AR,2020-06-29,20257.0,282279.0,302536.0,14066.0,265.0
CO,2020-06-29,32511.0,291346.0,388813.0,4479.0,1508.0
CT,2020-06-29,46362.0,420460.0,466822.0,8053.0,4320.0
IN,2020-06-29,45228.0,431291.0,603189.0,34348.0,2624.0
MS,2020-06-29,26567.0,256955.0,283522.0,19388.0,1059.0
NC,2020-06-29,63484.0,822821.0,886305.0,45538.0,1325.0
ND,2020-06-29,3536.0,102152.0,176775.0,3163.0,88.0
NY,2020-06-29,392930.0,3469983.0,3862913.0,70435.0,24842.0
UT,2020-06-29,21664.0,325065.0,405451.0,12205.0,168.0
AR,2020-06-28,19310.0,271912.0,291222.0,13270.0,259.0
CO,2020-06-28,32307.0,287258.0,383351.0,4459.0,1482.0
CT,2020-06-28,46303.0,399057.0,445360.0,8053.0,4316.0
IN,2020-06-28,44930.0,425605.0,599421.0,33935.0,2619.0
MS,2020-06-28,25892.0,254296.0,280188.0,17242.0,1039.0
NC,2020-06-28,62142.0,809763.0,871905.0,36921.0,1322.0
ND,2020-06-28,3490.0,100430.0,173483.0,3139.0,88.0
NY,2020-06-28,392539.0,3423946.0,3816485.0,70010.0,24835.0
UT,2020-06-28,21100.0,319889.0,398641.0,11931.0,167.0
AR,2020-06-27,18740.0,265225.0,283965.0,12784.0,249.0
CO,2020-06-27,32022.0,281689.0,375696.0,4442.0,1482.0
CT,2020-06-27,46206.0,392824.0,439030.0,8053.0,4311.0
IN,2020-06-27,44575.0,418442.0,593997.0,33725.0,2616.0
MS,2020-06-27,25531.0,251790.0,277321.0,17242.0,1035.0
NC,2020-06-27,60537.0,794594.0,855131.0,36921.0,1312.0
ND,2020-06-27,3455.0,99061.0,170374.0,3119.0,87.0
NY,2020-06-27,391923.0,3362656.0,3754579.0,70010.0,24830.0
UT,2020-06-27,20628.0,314435.0,391199.0,11658.0,167.0
AR,2020-06-26,18062.0,259318.0,277380.0,12127.0,240.0
CO,2020-06-26,31796.0,275787.0,367175.0,4430.0,1482.0
CT,2020-06-26,46059.0,383765.0,429824.0,8053.0,4307.0
IN,2020-06-26,44140.0,409750.0,581209.0,33396.0,2595.0
MS,2020-06-26,25066.0,246828.0,271894.0,17242.0,1022.0
NC,2020-06-26,58818.0,777907.0,836725.0,36921.0,1303.0
ND,2020-06-26,3418.0,97465.0,166289.0,3090.0,87.0
NY,2020-06-26,391220.0,3290097.0,3681317.0,70010.0,24814.0
UT,2020-06-26,20050.0,308524.0,383439.0,11097.0,166.0
AR,2020-06-25,18062.0,259318.0,277380.0,12127.0,240.0
CO,2020-06-25,31479.0,271098.0,359937.0,4412.0,1475.0
CT,2020-06-25,45994.0,371126.0,417120.0,8053.0,4298.0
IN,2020-06-25,43655.0,400597.0,569065.0,33036.0,2586.0
MS,2020-06-25,24516.0,241481.0,265997.0,17242.0,1016.0
NC,2020-06-25,57183.0,754095.0,811278.0,36921.0,1284.0
ND,2020-06-25,3390.0,96051.0,161946.0,3064.0,87.0
NY,2020-06-25,390415.0,3229179.0,3619594.0,70010.0,24800.0
UT,2020-06-25,19374.0,304036.0,377231.0,10642.0,164.0
AR,2020-06-24,17375.0,254491.0,271866.0,11568.0,240.0
CO,2020-06-24,31155.0,264910.0,351650.0,4392.0,1457.0
CT,2020-06-24,45913.0,363357.0,409270.0,7842.0,4287.0
IN,2020-06-24,43140.0,388743.0,557421.0,32152.0,2578.0
MS,2020-06-24,23424.0,238237.0,261661.0,17242.0,1011.0
NC,2020-06-24,56174.0,735111.0,791285.0,36921.0,1266.0
ND,2020-06-24,3358.0,95327.0,159052.0,3044.0,86.0
NY,2020-06-24,389666.0,3162286.0,3551952.0,69710.0,24782.0
UT,2020-06-24,18784.0,298880.0,370357.0,10334.0,163.0
AR,2020-06-23,16678.0,247814.0,264492.0,11220.0,237.0
CO,2020-06-23,30893.0,259941.0,345369.0,4370.0,1455.0
CT,2020-06-23,45899.0,356898.0,402797.0,7842.0,4277.0
IN,2020-06-23,42871.0,383505.0,544538.0,32152.0,2569.0
MS,2020-06-23,22898.0,230962.0,253860.0,17242.0,989.0
NC,2020-06-23,54453.0,719375.0,773828.0,36921.0,1251.0
ND,2020-06-23,3317.0,94233.0,155189.0,3008.0,84.0
NY,2020-06-23,389085.0,3111723.0,3500808.0,69710.0,24766.0
UT,2020-06-23,18300.0,294235.0,364018.0,10057.0,163.0
AR,2020-06-22,16083.0,240256.0,256339.0,10793.0,227.0
CO,2020-06-22,30705.0,257171.0,341255.0,4342.0,1438.0
CT,2020-06-22,45782.0,358499.0,404281.0,7842.0,4263.0
IN,2020-06-22,42633.0,376283.0,530904.0,31739.0,2553.0
MS,2020-06-22,22287.0,230962.0,253249.0,17242.0,978.0
NC,2020-06-22,53605.0,703740.0,757345.0,36921.0,1223.0
ND,2020-06-22,3310.0,94140.0,154869.0,2952.0,83.0
NY,2020-06-22,388488.0,3063611.0,3452099.0,69710.0,24739.0
UT,2020-06-22,17906.0,289934.0,358297.0,9863.0,158.0
AR,2020-06-21,15142.0,227092.0,242234.0,10082.0,224.0
CO,2020-06-21,30539.0,252233.0,335017.0,4328.0,1429.0
CT,2020-06-21,45755.0,352175.0,397930.0,7842.0,4260.0
IN,2020-06-21,42423.0,369497.0,528107.0,31302.0,2540.0
MS,2020-06-21,20641.0,218074.0,238715.0,15323.0,938.0
NC,2020-06-21,52801.0,692974.0,745775.0,29219.0,1220.0
ND,2020-06-21,3285.0,92885.0,152685.0,2910.0,83.0
NY,2020-06-21,387936.0,3007383.0,3395319.0,69506.0,24725.0
UT,2020-06-21,17462.0,286539.0,353834.0,9659.0,158.0
AR,2020-06-20,15142.0,227092.0,242234.0,10082.0,224.0
CO,2020-06-20,30349.0,248037.0,329380.0,4309.0,1429.0
CT,2020-06-20,45715.0,350172.0,395887.0,7842.0,4251.0
IN,2020-06-20,42061.0,359741.0,521714.0,31110.0,2536.0
MS,2020-06-20,20641.0,218074.0,238715.0,15323.0,938.0
NC,2020-06-20,51389.0,679952.0,731341.0,29219.0,1212.0
ND,2020-06-20,3248.0,90980.0,148824.0,2882.0,82.0
NY,2020-06-20,387272.0,2940521.0,3327793.0,69506.0,24710.0
UT,2020-06-20,17068.0,282139.0,347717.0,9390.0,155.0
AR,2020-06-19,14631.0,220141.0,234772.0,9712.0,214.0
CO,2020-06-19,30187.0,242882.0,322364.0,4296.0,1429.0
CT,2020-06-19,45557.0,346531.0,392088.0,7842.0,4238.0
IN,2020-06-19,41746.0,351141.0,508258.0,30760.0,2516.0
MS,2020-06-19,20641.0,218074.0,238715.0,15323.0,938.0
NC,2020-06-19,49840.0,662473.0,712313.0,29219.0,1197.0
ND,2020-06-19,3223.0,89380.0,144928.0,2840.0,82.0
NY,2020-06-19,386556.0,2872407.0,3258963.0,69377.0,24686.0
UT,2020-06-19,16425.0,277255.0,340914.0,9113.0,155.0
AR,2020-06-18,13928.0,214506.0,228434.0,9376.0,208.0
CO,2020-06-18,29901.0,234545.0,314769.0,4280.0,1417.0
CT,2020-06-18,45440.0,334853.0,380293.0,7842.0,4226.0
IN,2020-06-18,41438.0,343284.0,494589.0,30175.0,2491.0
MS,2020-06-18,20641.0,218074.0,238715.0,15323.0,938.0
NC,2020-06-18,48188.0,645490.0,693678.0,29219.0,1175.0
ND,2020-06-18,3191.0,87461.0,141150.0,2809.0,81.0
NY,2020-06-18,385760.0,2793900.0,3179660.0,69243.0,24661.0
UT,2020-06-18,15839.0,272548.0,334477.0,8786.0,152.0
AR,2020-06-17,13606.0,207093.0,220699.0,8996.0,197.0
CO,2020-06-17,29673.0,232543.0,308267.0,4253.0,1402.0
CT,2020-06-17,45429.0,327850.0,373279.0,7611.0,4219.0
IN,2020-06-17,41013.0,330169.0,480962.0,29671.0,2475.0
MS,2020-06-17,20641.0,223748.0,244389.0,15323.0,938.0
NC,2020-06-17,46855.0,620567.0,667422.0,29219.0,1168.0
ND,2020-06-17,3162.0,86508.0,137063.0,2756.0,78.0
NY,2020-06-17,385142.0,2725977.0,3111119.0,69085.0,24629.0
UT,2020-06-17,15344.0,268952.0,329482.0,8552.0,149.0
AR,2020-06-16,13191.0,192375.0,205292.0,8352.0,182.0
CO,2020-06-16,29442.0,227225.0,301449.0,4231.0,1373.0
CT,2020-06-16,45349.0,323359.0,368708.0,7611.0,4210.0
IN,2020-06-16,40786.0,322959.0,467821.0,29093.0,2447.0
MS,2020-06-16,20152.0,220651.0,240803.0,15323.0,915.0
NC,2020-06-16,45853.0,605568.0,651421.0,29219.0,1154.0
ND,2020-06-16,3123.0,85527.0,132720.0,2720.0,77.0
NY,2020-06-16,384575.0,2667203.0,3051778.0,68938.0,24608.0
